property_id,area,property_type,condition,finishing_type,furnished,view_type,area_sqm,bedrooms,bathrooms,floor_number,building_age_years,year_built,parking_spaces,has_pool,has_gym,has_security,has_elevator,has_balcony,is_compound,garden_sqm,floor_to_ceiling_height_m,distance_to_center_km,distance_to_metro_km,service_charge_annual_egp,sqm_market_rate_egp,condition_multiplier,finishing_multiplier,price_egp,base_value_egp
EG-013707,6th of October City,Penthouse,Good,Fully Finished,Unfurnished,Street,163,5,4,4,2,2023,1,0,1,1,0,1,0,0,2.9,7.1,6.4,35700,72850,1.0,1.22,14616000,14487000
EG-013708,Obour City,Duplex,Needs Renovation,Semi Finished,Furnished,Street,112,3,3,2,2,2023,1,0,1,0,1,0,0,45,3.2,1.4,17.4,45700,25391,0.7,1.0,2302000,1991000
EG-013709,6th of October City,Apartment,New,Semi Finished,Unfurnished,Street,146,4,3,5,4,2021,2,0,1,1,1,0,0,0,2.9,3.5,5.8,39600,47000,1.18,1.0,8354000,8097000
EG-013710,Nasr City,Apartment,Excellent,Fully Finished,Partially Furnished,Street,59,2,1,12,0,2025,1,0,0,1,1,1,1,0,3.1,13.2,0.5,22500,24450,1.08,1.22,2277000,1901000
EG-013711,Alexandria - Smouha,Apartment,New,Core & Shell,Unfurnished,Sea/Lake,60,2,1,11,14,2011,1,0,0,1,1,1,0,0,2.8,13.0,3.7,12200,11000,1.18,0.78,767000,607000
EG-013712,Maadi,Studio,Needs Renovation,Fully Finished,Unfurnished,Garden,99,3,3,0,12,2013,1,0,1,0,0,1,1,0,3.1,6.8,3.3,65300,24794,0.7,1.22,2352000,2096000
EG-013713,Alexandria - Sporting,Townhouse,Excellent,Fully Finished,Unfurnished,Street,126,3,2,2,1,2024,2,0,1,1,0,0,0,55,3.3,5.0,1.2,33600,26350,1.08,1.22,4662000,4375000
EG-013714,New Cairo - 6th Settlement,Townhouse,New,Fully Finished,Unfurnished,Pool,172,4,3,2,0,2025,0,1,1,1,0,0,0,64,3.0,5.3,1.0,44200,74800,1.18,1.22,18980000,18521000
EG-013715,Nasr City,Apartment,Needs Renovation,Semi Finished,Unfurnished,Garden,161,3,2,19,15,2010,2,0,0,1,0,0,1,0,3.0,73.8,0.5,42900,24450,0.7,1.0,2704000,2756000
EG-013716,Nasr City,Apartment,Needs Renovation,Fully Finished,Unfurnished,Street,277,7,6,18,1,2024,1,1,0,1,1,0,0,0,3.0,12.2,3.4,187200,24450,0.7,1.22,6113000,5784000
EG-013717,New Cairo - 6th Settlement,Apartment,Good,Semi Finished,Unfurnished,Street,100,2,2,17,14,2011,0,0,0,1,1,1,0,0,3.0,7.1,3.4,54900,55000,1.0,1.0,5407000,5500000
EG-013718,Alexandria - Sporting,Townhouse,Excellent,Core & Shell,Unfurnished,City,166,4,3,20,13,2012,1,0,0,1,0,1,0,30,2.9,4.6,4.6,83300,26350,1.08,0.78,3698000,3685000
EG-013719,New Mansoura,Studio,Excellent,Semi Finished,Furnished,Street,296,7,6,0,3,2022,2,0,1,1,0,0,1,0,2.8,17.3,11.3,87600,12880,1.08,1.0,4575000,4117000
EG-013720,Badr City,Apartment,Good,Semi Finished,Furnished,Street,165,3,2,8,8,2017,1,0,0,1,1,0,1,0,2.9,1.0,2.4,107200,9450,1.0,1.0,1948000,1559000
EG-013721,Luxor,Apartment,New,Fully Finished,Unfurnished,City,117,2,2,22,0,2025,1,0,1,1,1,0,0,0,2.9,6.0,9.7,74400,8500,1.18,1.22,1606000,1432000
EG-013722,Alexandria - Montaza,Villa,Fair,Semi Finished,Partially Furnished,Street,193,4,3,9,5,2020,0,0,1,1,0,1,0,32,3.2,6.9,5.6,43500,25000,0.87,1.0,4306000,4198000
EG-013723,6th of October City,Apartment,Excellent,Semi Finished,Unfurnished,Pool,82,3,2,24,0,2025,1,0,0,1,1,0,1,0,2.5,5.2,24.3,32700,47000,1.08,1.0,4527000,4162000
EG-013724,New Cairo - 5th Settlement,Penthouse,Good,Fully Finished,Unfurnished,Street,193,5,4,7,2,2023,1,0,1,1,1,0,1,0,3.1,21.9,1.3,38800,95402,1.0,1.22,22731000,22463000
EG-013725,New Cairo - 6th Settlement,Apartment,Good,Core & Shell,Unfurnished,Street,142,3,3,18,3,2022,2,1,1,1,0,1,0,0,3.0,2.5,2.6,65800,55000,1.0,0.78,6590000,6092000
EG-013726,Giza - Haram,Apartment,New,Fully Finished,Unfurnished,Street,89,3,3,19,10,2015,2,0,0,0,0,1,1,0,3.3,4.2,0.8,59600,18000,1.18,1.22,2571000,2306000
EG-013727,New Cairo - 5th Settlement,Villa,Excellent,Core & Shell,Partially Furnished,Sea/Lake,88,3,2,1,0,2025,1,0,1,0,1,1,0,51,3.0,19.7,8.2,58000,97000,1.08,0.78,7591000,7191000
EG-013728,6th of October City,Apartment,New,Semi Finished,Unfurnished,Pool,212,5,4,6,1,2024,2,0,0,1,0,0,0,0,2.9,1.4,0.3,77100,47000,1.18,1.0,12006000,11758000
EG-013729,El Shorouk City,Townhouse,Fair,Semi Finished,Unfurnished,Street,147,3,2,19,0,2025,0,0,1,0,1,1,0,39,2.6,4.2,5.8,61900,30600,0.87,1.0,4057000,3913000
EG-013730,Alexandria - Sporting,Apartment,Good,Fully Finished,Unfurnished,Garden,235,5,3,3,3,2022,2,0,0,0,0,1,0,0,2.9,12.7,4.4,87200,12000,1.0,1.22,3615000,3440000
EG-013731,Alexandria - Smouha,Apartment,Good,Fully Finished,Partially Furnished,City,173,5,4,14,0,2025,0,0,0,1,1,1,1,0,2.9,7.8,7.1,97700,11000,1.0,1.22,2616000,2322000
EG-013732,New Cairo - 6th Settlement,Apartment,Needs Renovation,Semi Finished,Partially Furnished,Pool,101,3,2,16,11,2014,1,1,0,1,1,1,1,0,3.0,4.6,0.6,62100,55000,0.7,1.0,4479000,3888000
EG-013733,Obour City,Apartment,New,Core & Shell,Unfurnished,Street,270,5,4,1,9,2016,1,1,0,1,1,1,1,0,3.4,15.0,12.4,126900,18400,1.18,0.78,4966000,4573000
EG-013734,New Cairo - 5th Settlement,Apartment,Needs Renovation,Fully Finished,Unfurnished,City,88,2,2,20,20,2005,2,0,0,1,0,0,0,0,2.7,4.2,0.8,48200,61550,0.7,1.22,4597000,4626000
EG-013735,Alexandria - Montaza,Apartment,New,Core & Shell,Unfurnished,Pool,146,2,2,7,5,2020,0,0,0,0,1,0,1,0,2.7,13.7,1.7,37700,7950,1.18,0.78,1293000,1068000
EG-013736,Heliopolis,Duplex,New,Fully Finished,Unfurnished,Street,96,2,2,18,2,2023,1,0,0,1,0,1,1,120,2.9,22.7,0.3,39400,34500,1.18,1.22,5083000,4768000
EG-013737,Heliopolis,Apartment,Fair,Semi Finished,Unfurnished,Garden,254,5,4,17,2,2023,1,0,0,1,1,1,1,0,3.0,10.7,2.8,153500,25000,0.87,1.0,5865000,5524000
EG-013738,Giza - Faisal,Duplex,Fair,Semi Finished,Partially Furnished,Garden,161,3,2,8,11,2014,2,0,1,0,1,1,0,63,2.6,1.6,5.3,85900,20700,0.87,1.0,3217000,2899000
EG-013739,Nasr City,Apartment,Excellent,Fully Finished,Unfurnished,Garden,83,2,2,3,8,2017,0,0,0,1,1,0,1,0,2.9,4.5,5.3,56000,24450,1.08,1.22,2859000,2674000
EG-013740,Alexandria - Montaza,Villa,New,Semi Finished,Furnished,Garden,66,1,1,10,10,2015,0,0,0,1,1,1,1,80,2.8,0.7,0.5,30700,25000,1.18,1.0,2382000,1947000
EG-013741,Alexandria - Miami,Apartment,New,Semi Finished,Unfurnished,Sea/Lake,76,1,1,5,0,2025,1,0,0,1,0,1,0,0,3.1,23.3,1.3,49600,9500,1.18,1.0,1116000,852000
EG-013742,Maadi,Apartment,Excellent,Semi Finished,Partially Furnished,Street,144,3,3,12,0,2025,1,0,0,1,1,0,1,0,2.9,3.8,0.5,60100,26950,1.08,1.0,4581000,4191000
EG-013743,6th of October City,Apartment,Fair,Semi Finished,Furnished,Street,218,4,4,17,2,2023,0,0,0,0,1,0,1,0,2.7,5.7,1.2,72200,47000,0.87,1.0,9215000,8914000
EG-013744,North Coast - Ras El Hekma,Apartment,Excellent,Core & Shell,Unfurnished,City,98,2,1,8,1,2024,0,0,0,1,0,1,0,0,3.3,23.8,5.6,37300,82000,1.08,0.78,6732000,6770000
EG-013745,Alexandria - Smouha,Apartment,New,Fully Finished,Partially Furnished,Street,93,2,1,10,5,2020,1,0,0,0,1,1,0,0,3.4,6.1,0.7,62100,11000,1.18,1.22,1622000,1473000
EG-013746,New Cairo - 5th Settlement,Studio,Good,Semi Finished,Furnished,Garden,375,8,6,3,0,2025,1,0,1,1,1,0,0,0,3.1,9.2,1.7,130700,56626,1.0,1.0,21636000,21235000
EG-013747,Heliopolis,Apartment,New,Fully Finished,Unfurnished,Pool,71,1,1,9,0,2025,2,0,1,1,1,1,0,0,3.2,25.2,3.2,49500,25000,1.18,1.22,2875000,2555000
EG-013748,Mostakbal City,Townhouse,New,Semi Finished,Unfurnished,Sea/Lake,89,2,2,16,9,2016,1,0,0,1,1,1,0,96,2.9,1.1,1.4,46600,35700,1.18,1.0,4103000,3749000
EG-013749,Alexandria - Miami,Townhouse,New,Fully Finished,Unfurnished,Garden,270,6,4,6,16,2009,0,0,0,0,1,1,0,66,2.6,6.4,4.4,154600,22950,1.18,1.22,8878000,8920000
EG-013750,New Cairo - 5th Settlement,Apartment,Good,Fully Finished,Unfurnished,Street,82,3,2,19,2,2023,0,0,0,1,1,1,1,0,2.8,31.4,4.6,53300,61550,1.0,1.22,6302000,6157000
EG-013751,New Cairo - 6th Settlement,Apartment,Excellent,Semi Finished,Unfurnished,Garden,167,4,3,24,2,2023,1,0,1,0,0,1,0,0,2.7,3.4,6.1,76100,55000,1.08,1.0,10117000,9920000
EG-013752,Heliopolis,Townhouse,Good,Fully Finished,Furnished,Pool,182,5,4,17,3,2022,0,0,0,0,0,1,1,27,2.7,15.9,3.1,59100,39100,1.0,1.22,9081000,8682000
EG-013753,Zamalek,Duplex,New,Fully Finished,Unfurnished,Street,394,8,6,13,7,2018,1,0,1,0,1,1,1,64,3.3,2.5,0.1,90400,69000,1.18,1.22,39568000,39137000
EG-013754,Alexandria - Sporting,Townhouse,Good,Semi Finished,Unfurnished,Garden,96,2,2,21,0,2025,1,0,1,1,1,1,0,40,3.0,3.7,1.8,59500,26350,1.0,1.0,2849000,2530000
EG-013755,Sharm El-Sheikh,Apartment,Good,Semi Finished,Unfurnished,Sea/Lake,117,3,2,0,10,2015,2,0,0,0,0,0,1,0,2.9,8.0,0.9,66200,30000,1.0,1.0,3921000,3510000
EG-013756,Maadi,Apartment,New,Fully Finished,Unfurnished,Garden,284,6,4,7,5,2020,1,0,0,1,1,0,0,0,2.9,6.6,1.8,179400,26950,1.18,1.22,11185000,11018000
EG-013757,6th of October City,Duplex,Fair,Semi Finished,Furnished,Garden,114,1,1,17,1,2024,0,1,1,0,1,1,0,86,3.1,4.3,4.1,31400,64859,0.87,1.0,7038000,6433000
EG-013758,Zamalek,Duplex,New,Fully Finished,Unfurnished,City,223,4,3,1,2,2023,1,0,1,1,0,1,0,22,2.9,5.2,5.8,85500,69000,1.18,1.22,22296000,22151000
EG-013759,Alexandria - Montaza,Apartment,Needs Renovation,Core & Shell,Unfurnished,Sea/Lake,64,2,1,3,3,2022,1,0,1,0,0,1,0,0,2.8,8.0,6.3,38700,7950,0.7,0.78,589000,278000
EG-013760,Ain Sokhna,Apartment,New,Fully Finished,Unfurnished,City,138,3,2,3,21,2004,1,0,1,1,0,0,1,0,3.2,9.8,7.4,93900,91200,1.18,1.22,18258000,18118000
EG-013761,Obour City,Duplex,Fair,Semi Finished,Unfurnished,Pool,109,4,3,7,8,2017,0,0,1,1,1,0,1,145,3.0,13.8,1.8,62600,25391,0.87,1.0,2796000,2408000
EG-013762,New Cairo - 5th Settlement,Apartment,Fair,Core & Shell,Unfurnished,City,116,2,1,22,5,2020,1,0,1,1,0,0,0,0,2.6,1.7,3.2,73600,61550,0.87,0.78,4987000,4845000
EG-013763,New Mansoura,Villa,Good,Semi Finished,Furnished,Garden,95,3,2,0,0,2025,1,0,0,1,0,1,0,115,3.1,0.8,1.8,59800,28000,1.0,1.0,3115000,2660000
EG-013764,Dokki,Studio,Fair,Fully Finished,Unfurnished,Garden,99,3,2,0,1,2024,1,0,0,1,0,0,1,0,2.8,13.2,1.6,50100,20240,0.87,1.22,2421000,2127000
EG-013765,Suez,Duplex,New,Fully Finished,Unfurnished,Pool,85,3,2,0,10,2015,1,0,0,0,0,0,0,109,2.9,6.6,10.9,45800,13799,1.18,1.22,1820000,1689000
EG-013766,Dokki,Penthouse,Excellent,Semi Finished,Unfurnished,Sea/Lake,85,1,1,18,2,2023,1,0,0,1,0,1,1,0,3.0,2.2,2.1,54100,34100,1.08,1.0,3651000,3130000
EG-013767,Giza - Haram,Apartment,Excellent,Semi Finished,Unfurnished,Pool,180,4,3,16,11,2014,0,0,0,0,0,0,0,0,3.2,4.5,11.4,78500,18000,1.08,1.0,3469000,3499000
EG-013768,El Shorouk City,Studio,Good,Fully Finished,Partially Furnished,Garden,90,2,2,17,11,2014,0,0,0,1,1,1,0,0,2.9,22.5,6.5,57800,17112,1.0,1.22,1855000,1879000
EG-013769,New Cairo - 5th Settlement,Apartment,Excellent,Semi Finished,Unfurnished,City,209,4,3,22,0,2025,1,0,0,1,1,0,0,0,3.2,12.9,3.7,139500,61550,1.08,1.0,13971000,13893000
EG-013770,Sharm El-Sheikh,Townhouse,Good,Fully Finished,Unfurnished,City,152,3,2,24,19,2006,1,0,0,1,1,0,0,62,2.9,0.6,2.1,45100,51000,1.0,1.22,9454000,9457000
EG-013771,Maadi,Penthouse,Good,Fully Finished,Unfurnished,Street,168,4,3,13,11,2014,1,0,1,1,1,1,1,0,3.2,2.9,1.1,34500,41772,1.0,1.22,8855000,8562000
EG-013772,Maadi,Townhouse,Excellent,Semi Finished,Unfurnished,Garden,115,2,2,10,0,2025,1,0,1,1,1,1,1,84,3.4,19.4,6.1,39500,38420,1.08,1.0,5252000,4772000
EG-013773,North Coast - Ras El Hekma,Penthouse,Excellent,Fully Finished,Partially Furnished,Street,167,4,3,10,6,2019,1,0,1,0,0,1,1,0,2.9,4.3,2.6,88700,127100,1.08,1.22,28285000,27967000
EG-013774,New Cairo - 6th Settlement,Apartment,Fair,Core & Shell,Unfurnished,Garden,63,2,2,22,12,2013,2,0,0,0,0,1,1,0,2.8,3.3,2.5,38500,55000,0.87,0.78,2624000,2351000
EG-013775,Badr City,Studio,Excellent,Fully Finished,Unfurnished,Garden,131,3,2,22,0,2025,1,0,0,1,0,0,0,0,3.2,8.3,3.1,28700,8694,1.08,1.22,1662000,1501000
EG-013776,Sheikh Zayed,Penthouse,Good,Semi Finished,Unfurnished,Garden,240,6,4,10,2,2023,0,0,0,1,0,0,0,0,2.9,13.0,3.6,145400,77190,1.0,1.0,18594000,18526000
EG-013777,New Administrative Capital,Penthouse,New,Core & Shell,Unfurnished,Pool,82,2,1,24,27,1998,1,0,0,1,1,0,1,0,2.9,14.0,2.9,20100,93000,1.18,0.78,7100000,7019000
EG-013778,Obour City,Apartment,Excellent,Fully Finished,Unfurnished,Street,129,3,3,11,0,2025,1,0,1,1,1,0,0,0,3.0,12.8,4.7,36600,18400,1.08,1.22,3304000,3127000
EG-013779,6th of October City,Apartment,Excellent,Fully Finished,Unfurnished,Garden,142,3,2,18,19,2006,1,0,0,0,0,0,1,0,3.1,14.0,13.0,96000,47000,1.08,1.22,8853000,8794000
EG-013780,North Coast - New Alamein,Apartment,Excellent,Core & Shell,Unfurnished,Pool,130,2,1,10,2,2023,2,0,1,1,0,0,0,0,2.8,4.4,2.3,85700,76150,1.08,0.78,8671000,8339000
EG-013781,Zamalek,Apartment,New,Fully Finished,Unfurnished,City,109,1,1,22,7,2018,2,0,0,0,1,1,1,0,2.9,6.8,1.3,23700,50000,1.18,1.22,8159000,7846000
EG-013782,New Mansoura,Villa,Needs Renovation,Semi Finished,Partially Furnished,Garden,115,4,3,21,0,2025,2,1,1,0,0,1,0,111,2.7,1.5,2.3,59400,28000,0.7,1.0,2931000,2254000
EG-013783,Sharm El-Sheikh,Duplex,New,Fully Finished,Unfurnished,Sea/Lake,53,1,1,19,12,2013,1,0,0,1,1,0,0,35,2.8,1.4,9.8,19500,41400,1.18,1.22,3386000,3159000
EG-013784,Alexandria - Miami,Apartment,Good,Fully Finished,Unfurnished,City,165,4,3,6,2,2023,2,0,1,1,0,1,1,0,3.0,2.2,4.0,78700,9500,1.0,1.22,2354000,1912000
EG-013785,Maadi,Apartment,Good,Semi Finished,Unfurnished,Sea/Lake,72,1,1,6,1,2024,1,0,0,0,1,1,0,0,3.2,4.8,5.2,26000,26950,1.0,1.0,2252000,1940000
EG-013786,New Administrative Capital,Townhouse,Excellent,Semi Finished,Unfurnished,Street,193,5,3,17,22,2003,1,0,0,1,1,0,1,73,3.2,30.4,7.7,87100,80750,1.08,1.0,16841000,16832000
EG-013787,Giza - Haram,Apartment,Good,Semi Finished,Unfurnished,Sea/Lake,218,5,3,22,6,2019,1,0,0,1,1,1,0,0,3.1,46.6,10.6,124600,18000,1.0,1.0,4021000,3924000
EG-013788,Alexandria - Miami,Apartment,Fair,Semi Finished,Unfurnished,Sea/Lake,150,3,2,21,2,2023,1,0,0,0,0,1,1,0,3.2,20.0,2.2,94400,9500,0.87,1.0,1644000,1240000
EG-013789,Sheikh Zayed,Villa,New,Fully Finished,Unfurnished,Street,143,4,3,5,0,2025,1,0,0,0,0,0,1,30,2.7,20.9,3.9,92300,72000,1.18,1.22,15044000,14822000
EG-013790,Sharm El-Sheikh,Villa,Good,Semi Finished,Unfurnished,Sea/Lake,104,2,1,6,0,2025,0,0,1,1,1,1,1,84,3.2,5.7,10.2,54700,60000,1.0,1.0,6813000,6240000
EG-013791,New Cairo - 6th Settlement,Studio,Excellent,Fully Finished,Unfurnished,Garden,182,5,4,19,3,2022,2,0,0,0,1,1,0,0,3.4,1.8,7.5,117300,50600,1.08,1.22,12342000,12134000
EG-013792,Ismailia,Apartment,New,Fully Finished,Furnished,Sea/Lake,55,2,1,8,4,2021,1,0,0,1,1,1,0,0,3.3,1.7,2.6,27200,10500,1.18,1.22,1320000,831000
EG-013793,Maadi,Apartment,Excellent,Semi Finished,Unfurnished,Pool,68,1,1,17,10,2015,0,0,0,0,1,1,0,0,2.9,17.0,1.8,45100,26950,1.08,1.0,1969000,1979000
EG-013794,6th of October City,Duplex,Excellent,Fully Finished,Partially Furnished,Pool,78,1,1,13,1,2024,0,1,1,1,1,1,0,67,2.9,6.6,4.1,50800,64859,1.08,1.22,7252000,6666000
EG-013795,Maadi,Studio,New,Semi Finished,Unfurnished,Sea/Lake,93,2,2,18,0,2025,0,0,1,1,0,0,1,0,3.0,18.7,0.8,57100,24794,1.18,1.0,3154000,2721000
EG-013796,North Coast - New Alamein,Townhouse,New,Semi Finished,Unfurnished,Sea/Lake,181,4,3,9,9,2016,0,0,1,0,1,1,0,121,3.3,0.6,0.4,107400,76500,1.18,1.0,16712000,16339000
EG-013797,6th of October City,Penthouse,Excellent,Semi Finished,Partially Furnished,Garden,153,3,2,0,2,2023,1,0,0,1,0,1,0,0,2.9,11.7,8.6,54300,72850,1.08,1.0,12195000,12038000
EG-013798,Mansoura,Penthouse,Good,Fully Finished,Partially Furnished,Sea/Lake,109,2,1,2,13,2012,0,0,0,1,1,0,0,0,3.2,2.5,1.7,69300,18600,1.0,1.22,2660000,2473000
EG-013799,Giza - Faisal,Duplex,Good,Fully Finished,Partially Furnished,Garden,120,4,3,16,5,2020,1,0,0,1,1,1,0,83,3.0,4.3,2.2,64400,20700,1.0,1.22,3332000,3030000
EG-013800,Giza - Haram,Apartment,Needs Renovation,Fully Finished,Unfurnished,Pool,207,5,3,12,4,2021,1,0,1,1,1,1,0,0,2.8,13.7,1.5,69400,18000,0.7,1.22,3429000,3182000
EG-013801,New Cairo - 6th Settlement,Studio,Good,Semi Finished,Unfurnished,Garden,93,3,2,20,1,2024,2,0,0,0,1,0,1,0,3.3,20.1,14.1,23500,50600,1.0,1.0,5041000,4706000
EG-013802,Alexandria - Smouha,Studio,Good,Semi Finished,Unfurnished,Garden,129,3,2,1,13,2012,0,0,1,0,0,0,0,0,2.9,6.5,1.9,69400,10120,1.0,1.0,1268000,1305000
EG-013803,Badr City,Penthouse,Fair,Fully Finished,Unfurnished,Garden,136,2,2,20,4,2021,2,1,0,1,1,1,0,0,2.9,9.4,6.6,41900,14647,0.87,1.22,2549000,2114000
EG-013804,Shubra,Apartment,Good,Semi Finished,Unfurnished,Street,157,4,3,23,0,2025,2,0,0,1,1,0,0,0,2.9,8.3,1.2,88400,16000,1.0,1.0,2735000,2512000
EG-013805,Giza - Faisal,Villa,Excellent,Core & Shell,Unfurnished,Pool,131,3,2,24,16,2009,0,0,1,0,0,1,1,55,2.8,10.0,14.4,45700,28000,1.08,0.78,3251000,3090000
EG-013806,6th of October City,Apartment,New,Semi Finished,Unfurnished,Sea/Lake,347,8,6,19,0,2025,0,0,0,1,0,0,0,0,2.9,13.0,6.3,133900,47000,1.18,1.0,19433000,19245000
EG-013807,Alexandria - Montaza,Townhouse,New,Semi Finished,Unfurnished,Street,192,5,4,7,0,2025,0,0,0,0,1,0,0,89,2.9,41.9,3.0,94200,21250,1.18,1.0,4759000,4814000
EG-013808,Mansoura,Apartment,Needs Renovation,Semi Finished,Furnished,Sea/Lake,131,3,2,23,5,2020,2,0,0,0,1,1,1,0,3.1,4.0,1.1,35100,12000,0.7,1.0,1794000,1100000
EG-013809,Badr City,Studio,Good,Fully Finished,Partially Furnished,City,102,2,2,11,18,2007,0,0,0,1,1,1,0,0,2.9,6.9,2.2,66400,8694,1.0,1.22,1004000,1082000
EG-013810,New Administrative Capital,Duplex,Fair,Fully Finished,Furnished,Garden,77,1,1,23,6,2019,1,0,0,1,0,1,0,68,3.2,29.9,7.1,31400,82800,0.87,1.22,6977000,6767000
EG-013811,New Administrative Capital,Apartment,Good,Fully Finished,Partially Furnished,Street,46,1,1,6,5,2020,0,0,0,0,1,0,0,0,3.4,0.5,9.8,15700,60000,1.0,1.22,3440000,3367000
EG-013812,Nasr City,Apartment,Good,Fully Finished,Partially Furnished,Pool,172,4,3,12,6,2019,1,0,0,1,1,1,1,0,3.3,2.7,13.1,56600,24450,1.0,1.22,5556000,5131000
EG-013813,Hurghada,Apartment,Excellent,Fully Finished,Unfurnished,Sea/Lake,98,2,2,7,12,2013,0,0,1,1,0,1,0,0,3.3,34.7,0.2,23800,26500,1.08,1.22,3477000,3422000
EG-013814,Giza - Faisal,Apartment,Good,Fully Finished,Unfurnished,Sea/Lake,83,2,2,7,10,2015,0,0,1,1,0,1,0,0,2.9,1.4,13.4,25400,15000,1.0,1.22,1705000,1519000
EG-013815,Mansoura,Studio,Excellent,Fully Finished,Unfurnished,Pool,188,4,3,22,1,2024,2,1,0,0,1,0,1,0,2.9,57.3,5.3,71000,11040,1.08,1.22,3178000,2735000
EG-013816,New Cairo - 5th Settlement,Studio,Needs Renovation,Semi Finished,Unfurnished,Garden,57,1,1,1,11,2014,2,0,0,0,1,0,0,0,2.7,13.6,30.0,18000,56626,0.7,1.0,2261000,2259000
EG-013817,Zamalek,Apartment,New,Fully Finished,Unfurnished,Street,255,6,4,11,3,2022,1,1,0,0,1,1,1,0,3.0,0.4,1.6,167300,50000,1.18,1.22,18772000,18355000
EG-013818,Maadi,Apartment,New,Core & Shell,Unfurnished,City,267,5,4,10,4,2021,0,0,0,1,0,0,0,0,2.8,9.9,3.3,84900,26950,1.18,0.78,6610000,6623000
EG-013819,Ismailia,Duplex,New,Fully Finished,Unfurnished,City,184,4,3,17,6,2019,1,0,0,0,0,0,0,80,3.1,5.1,8.0,80500,14489,1.18,1.22,3908000,3838000
EG-013820,Zamalek,Apartment,New,Semi Finished,Unfurnished,Garden,130,4,3,23,16,2009,2,1,0,1,1,1,0,0,2.8,1.1,1.4,79700,50000,1.18,1.0,8026000,7670000
EG-013821,New Administrative Capital,Apartment,Needs Renovation,Fully Finished,Unfurnished,City,58,2,2,16,21,2004,0,0,0,0,1,0,0,0,3.2,3.4,2.5,27000,60000,0.7,1.22,2769000,2972000
EG-013822,New Cairo - 6th Settlement,Apartment,Excellent,Semi Finished,Partially Furnished,Street,256,5,3,2,13,2012,1,0,0,1,0,1,0,0,2.9,2.5,15.2,164000,55000,1.08,1.0,15222000,15206000
EG-013823,Heliopolis,Penthouse,Excellent,Semi Finished,Partially Furnished,Sea/Lake,103,2,2,18,0,2025,2,0,1,0,1,0,1,0,3.0,6.3,4.4,67600,38750,1.08,1.0,4998000,4311000
EG-013824,Nasr City,Studio,Excellent,Fully Finished,Furnished,Garden,141,3,2,16,0,2025,1,0,0,1,0,1,1,0,2.6,8.0,1.5,92200,22494,1.08,1.22,4701000,4179000
EG-013825,Giza - Haram,Studio,Good,Core & Shell,Furnished,Pool,107,2,2,13,8,2017,2,0,1,1,1,0,0,0,3.0,11.0,0.9,45900,16560,1.0,0.78,1806000,1382000
EG-013826,Alexandria - Sporting,Apartment,Good,Semi Finished,Unfurnished,Street,128,2,2,4,3,2022,0,0,0,1,1,1,1,0,3.1,6.4,3.1,65700,12000,1.0,1.0,1762000,1536000
EG-013827,El Shorouk City,Villa,Good,Fully Finished,Unfurnished,Street,196,4,3,22,4,2021,1,0,0,0,1,1,0,164,3.1,10.0,2.6,114300,36000,1.0,1.22,8814000,8608000
EG-013828,Nasr City,Apartment,Excellent,Fully Finished,Furnished,Street,39,2,2,21,1,2024,1,0,0,1,1,1,0,0,2.7,9.2,0.3,25700,24450,1.08,1.22,1544000,1256000
EG-013829,Hurghada,Apartment,Excellent,Fully Finished,Unfurnished,City,133,3,2,6,0,2025,1,0,0,1,0,0,0,0,3.1,36.3,9.7,42400,26500,1.08,1.22,4615000,4644000
EG-013830,New Administrative Capital,Studio,Excellent,Semi Finished,Unfurnished,City,101,1,1,22,4,2021,1,0,1,1,1,1,0,0,3.0,5.5,3.6,27800,55200,1.08,1.0,6160000,6021000
EG-013831,Hurghada,Townhouse,Good,Semi Finished,Unfurnished,Street,155,3,3,4,18,2007,1,0,0,1,1,0,0,82,2.9,2.5,7.9,80600,47940,1.0,1.0,7433000,7431000
EG-013832,Mohandessin,Duplex,Fair,Core & Shell,Unfurnished,Street,167,4,3,16,16,2009,2,0,1,1,0,0,0,63,2.8,9.6,4.0,92900,31739,0.87,0.78,3676000,3597000
EG-013833,Giza - Haram,Apartment,Excellent,Fully Finished,Unfurnished,Street,265,6,5,0,2,2023,1,0,0,0,0,0,0,0,2.8,4.8,2.9,82300,18000,1.08,1.22,6364000,6285000
EG-013834,Alexandria - Montaza,Apartment,Excellent,Fully Finished,Unfurnished,Pool,341,8,6,22,6,2019,2,0,0,1,1,0,1,0,3.0,24.7,13.5,132100,7950,1.08,1.22,3882000,3572000
EG-013835,6th of October City,Studio,Excellent,Core & Shell,Unfurnished,City,80,1,1,8,3,2022,0,0,1,0,0,1,0,0,3.0,27.4,14.6,41000,43240,1.08,0.78,2837000,2914000
EG-013836,New Cairo - 6th Settlement,Studio,Good,Semi Finished,Unfurnished,Street,112,2,1,21,1,2024,1,0,0,0,1,0,1,0,2.9,22.9,5.9,43700,50600,1.0,1.0,5861000,5667000
EG-013837,Alexandria - Sporting,Studio,Good,Fully Finished,Partially Furnished,Sea/Lake,247,5,3,10,7,2018,1,0,0,0,1,0,0,0,3.1,6.8,1.7,148500,11040,1.0,1.22,3631000,3327000
EG-013838,Heliopolis,Duplex,Excellent,Core & Shell,Unfurnished,Street,216,5,4,15,14,2011,1,0,0,0,1,0,0,90,2.9,22.1,7.3,128900,34500,1.08,0.78,6212000,6278000
